Block	Individual	Age	Competition Treatment	Month	# Rosettes	Total Leaf #	Length (cm)	Width (cm)	Area (cm^2)	Mortality	Fv/Fm	SPAD	SLA (cm^2/g)	RWC (g/g * 100)		Month	Number
1a	53	young	Comp	8	9	70	13.3	1	13.3	alive	.	41.4	157.7472527	.			
1a	55	young	Comp	8	4	28	10	1	10	alive	.	42.3	149.3273543	.			
1a	57	young	Comp	8	4	8	1.5	0.3	0.45	alive	.	.	.	.			
1b	58	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
1a	59	young	Comp	8	3	24	10.4	1.5	15.6	alive	.	41.1	218.852459	.			
1a	61	young	Comp	8	5	11	3.8	0.5	1.9	alive	.	30.15	140.4166667	.			
1a	63	young	Comp	8	.	.	.	.	.	dead	.	.	.	.			
1a	65	young	Comp	8	9	56	9.4	1.2	11.28	alive	.	19.55	162.2151899	.			
1a	66	old	Comp	8	7	44	6.5	1.4	9.1	alive	.	41.85	156.4615385	.			
1b	67	young	Comp	8	12	55	9.1	1.5	13.65	alive	.	32	146.6968326	.			
1b	69	young	Comp	8	5	13	8.1	1.4	11.34	alive	.	42.35	150	.			
1a	71	young	Comp	8	7	38	5.3	0.9	4.77	alive	.	34.7	134.7540984	.			
1a	72	old	Comp	8	10	53	8.8	1.4	12.32	alive	.	35.1	122.65625	.			
2b	73	young	NoComp	8	.	.	.	.	.	dead	.	.	.	.			
2a	74	old	NoComp	8	23	164	14	1.9	26.6	alive	.	32.85	121.5517241	.			
2b	75	young	NoComp	8	32	123	14.3	1.8	25.74	alive	.	32.25	125.1863354	.			
2a	76	old	NoComp	8	13	75	7.4	1.2	8.88	alive	.	39.2	141.1888112	.			
2b	77	young	NoComp	8	10	79	9.9	2.3	22.77	alive	.	47.25	126.9305019	.			
2a	79	young	NoComp	8	8	96	11.2	1.5	16.8	alive	.	46.1	151.8857143	.			
2a	80	old	NoComp	8	6	22	6.2	1	6.2	alive	.	26.7	137.9347826	.			
2b	81	young	NoComp	8	50	336	24.5	3.2	78.4	alive	.	42.4	113.6107193	.			
2b	82	old	NoComp	8	5	8	4	0.5	2	alive	.	31.85	130.5405405	.			
2a	83	young	NoComp	8	12	163	11.7	1.5	17.55	alive	.	44.25	125.3246753	.			
2a	84	old	NoComp	8	12	63	6.1	1	6.1	alive	.	25.7	169.338843	.			
2a	85	young	NoComp	8	11	137	9.5	1.5	14.25	alive	.	47.15	103.25	.			
2b	86	old	NoComp	8	9	52	8.4	2.1	17.64	alive	.	44.05	170.9051724	.			
2a	87	young	NoComp	8	12	55	7.5	1.3	9.75	alive	.	35.65	145.7446809	.			
2b	88	old	NoComp	8	13	102	10.3	1.9	19.57	alive	.	33.7	152.2058824	.			
2a	89	young	NoComp	8	23	160	13.5	1.3	17.55	alive	.	43.45	114.556962	.			
2a	90	old	NoComp	8	6	28	4.3	0.3	1.29	alive	.	37.25	90.48543689	.			
2b	91	young	NoComp	8	13	98	9.2	1.1	10.12	alive	.	28.75	142.0625	.			
2a	92	old	NoComp	8	6	21	2.2	0.8	1.76	alive	.	52.55	130.2298851	.			
2a	93	young	NoComp	8	11	141	9.9	1.6	15.84	alive	.	45.6	115.0729927	.			
2b	94	old	NoComp	8	5	22	4.5	1.3	5.85	alive	.	37.05	141.4814815	.			
2a	95	young	NoComp	8	12	182	12	2.5	30	alive	.	27.75	105.9183673	.			
2a	96	old	NoComp	8	.	.	.	.	.	dead	.	.	.	.			
2a	97	young	NoComp	8	8	65	8.8	1.8	15.84	alive	.	35.35	114.9350649	.			
2a	98	old	NoComp	8	3	12	3	0.7	2.1	alive	.	41.25	134.6341463	.			
2b	99	young	NoComp	8	12	156	12.9	2	25.8	alive	.	35.65	130.0826446	.			
2a	100	old	NoComp	8	13	88	6.4	1.1	7.04	alive	.	40.55	120.9302326	.			
2a	101	young	NoComp	8	14	83	6.2	1	6.2	alive	.	39.95	126.9911504	.			
2b	102	old	NoComp	8	.	.	.	.	.	dead	.	.	.	.			
2a	103	young	NoComp	8	.	.	.	.	.	dead	.	.	.	.			
2b	104	old	NoComp	8	9	66	4.9	0.9	4.41	alive	.	37.5	141.8446602	.			
2a	105	young	NoComp	8	12	126	10.1	2.4	24.24	alive	.	39.6	129.8136646	.			
2a	106	old	NoComp	8	16	63	5.4	0.6	3.24	alive	.	35.8	129.0217391	.			
2a	107	young	NoComp	8	7	38	4.5	1.2	5.4	alive	.	29.45	126.7716535	.			
2a	108	old	NoComp	8	1	3	1.2	0.5	0.6	alive	.	.	.	.			
2a	109	young	Comp	8	3	18	9	1.3	11.7	alive	.	39.65	155.7823129	.			
2b	110	old	Comp	8	1	3	1.3	0.3	0.39	alive	.	15.2	338.125	.			
2a	111	young	Comp	8	2	3	1	0.3	0.3	alive	.	13.95	283.3333333	.			
2a	112	old	Comp	8	4	9	4.5	0.6	2.7	alive	.	22.55	218.9393939	.			
2a	113	young	Comp	8	9	44	8.3	1.2	9.96	alive	.	36.1	191.981982	.			
2a	114	old	Comp	8	10	43	8	1	8	alive	.	29.9	209.2682927	.			
2b	115	young	Comp	8	6	21	8.3	1.4	11.62	alive	.	32.55	209.3670886	.			
2a	116	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2b	117	young	Comp	8	6	29	5.5	2.1	11.55	alive	.	35.15	200	.			
2a	118	old	Comp	8	4	10	2.3	0.7	1.61	alive	.	22.6	148.8059701	.			
2a	119	young	Comp	8	3	6	1.5	0.6	0.9	alive	.	27.25	187.1830986	.			
2b	120	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2a	121	young	Comp	8	11	51	6.4	0.9	5.76	alive	.	35.5	135	.			
2b	122	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2a	123	young	Comp	8	3	4	3.2	0.5	1.6	alive	.	.	.	.			
2a	124	old	Comp	8	0	0	.	.	.	alive	.	.	.	.			
2b	125	young	Comp	8	4	7	9.4	1.4	13.16	alive	.	27.1	190.1020408	.			
2b	126	old	Comp	8	0	0	.	.	.	alive	.	.	.	.			
2a	127	young	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2a	128	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2b	129	young	Comp	8	9	42	9.6	1.5	14.4	alive	.	31.45	176.3461538	.			
2a	130	old	Comp	8	17	94	11.7	1.1	12.87	alive	.	32.85	153.3183857	.			
2b	131	young	Comp	8	1	4	2	1	2	alive	.	40.4	124.1441441	.			
2b	132	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2a	133	young	Comp	8	1	1	1.1	0.3	0.33	alive	.	.	.	.			
2a	134	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2b	135	young	Comp	8	5	21	5.5	1.9	10.45	alive	.	39.3	146.8055556	.			
2a	136	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2a	137	young	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2a	138	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
2a	139	young	Comp	8	9	66	13.3	1.5	19.95	alive	.	37.2	154.3333333	.			
2a	140	old	Comp	8	9	31	5	1	5	alive	.	26.2	155.034965	.			
2a	141	young	Comp	8	3	5	2.1	0.4	0.84	alive	.	19.8	272.6666667	.			
2a	142	old	Comp	8	8	32	8	0.9	7.2	alive	.	31.7	146.9503546	.			
2a	143	young	Comp	8	10	64	7	1.8	12.6	alive	.	35.1	155.826087	.			
2b	144	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3a	145	young	NoComp	8	9	55	4.3	0.6	2.58	alive	.	35.8	123.836858	.			
3b	146	old	NoComp	8	9	68	7.6	1.4	10.64	alive	.	35.75	126.6341463	.			
3a	147	young	NoComp	8	10	88	7.4	0.7	5.18	alive	.	37.5	159.7590361	.			
3a	148	old	NoComp	8	3	11	2.3	0.7	1.61	alive	.	41.2	175.8333333	.			
3a	149	young	NoComp	8	4	74	11.8	2.7	31.86	alive	.	45.3	128.1896552	.			
3b	150	old	NoComp	8	7	30	3.2	0.8	2.56	alive	.	26.9	157.2463768	.			
3b	151	young	NoComp	8	8	58	6.9	1.2	8.28	alive	.	37.35	130.0900901	.			
3a	152	old	NoComp	8	10	80	6.3	1.1	6.93	alive	.	43.3	131.7083333	.			
3a	153	young	NoComp	8	12	106	8.6	1.5	12.9	alive	.	47.7	114.8852459	.			
3a	154	old	NoComp	8	6	38	4.3	0.8	3.44	alive	.	29.7	131.7105263	.			
3a	155	young	NoComp	8	8	142	13.8	2.9	40.02	alive	.	31.9	127.6216216	.			
3b	157	young	NoComp	8	10	69	17.5	1.3	22.75	alive	.	45.4	125.8888889	.			
3b	158	old	NoComp	8	7	37	6.4	1.2	7.68	alive	.	39.65	141.8	.			
3b	159	young	NoComp	8	9	66	3.1	1.3	4.03	alive	.	37.3	137.9187817	.			
3a	161	young	NoComp	8	8	58	6.8	1.2	8.16	alive	.	44.15	122.9189189	.			
3b	162	old	NoComp	8	14	168	21.4	2.3	49.22	alive	.	40.9	107.9876161	.			
3a	163	young	NoComp	8	8	53	8.7	1.6	13.92	alive	.	48.15	148.6986301	.			
3a	165	young	NoComp	8	8	136	10.2	2.5	25.5	alive	.	47	121.3247863	.			
3b	167	young	NoComp	8	8	65	10.6	1.6	16.96	alive	.	31.4	133.9430894	.			
3a	168	old	NoComp	8	8	44	6.2	1.1	6.82	alive	.	36.7	175.5882353	.			
3b	169	young	NoComp	8	6	52	8.2	0.7	5.74	alive	.	49.25	118.6387435	.			
3a	171	young	NoComp	8	4	46	10.8	2.1	22.68	alive	.	46.2	139.2537313	.			
3b	172	old	NoComp	8	9	47	7.6	1.2	9.12	alive	.	33.55	155.6953642	.			
3b	176	old	NoComp	8	6	25	6.2	1.3	8.06	alive	.	44.65	125	.			
3a	177	young	NoComp	8	14	158	13.6	1.8	24.48	alive	.	34.8	136.9642857	.			
3b	178	old	NoComp	8	8	62	5.2	1.6	8.32	alive	.	44.7	141.0169492	.			
3a	179	young	NoComp	8	13	131	6.9	1.5	10.35	alive	.	39.55	113.8630807	.			
3a	181	young	Comp	8	7	20	17.4	1.8	31.32	alive	.	29.15	174.4444444	.			
3b	182	old	Comp	8	5	9	2.9	1.1	3.19	alive	.	27.15	165.4621849	.			
3b	183	young	Comp	8	2	7	7.5	1.4	10.5	alive	.	31.65	133.6842105	.			
3b	184	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3b	185	young	Comp	8	4	20	9.9	1.2	11.88	alive	.	41.9	131.0497238	.			
3a	186	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3b	187	young	Comp	8	1	2	0.8	0.7	0.56	alive	.	30.35	170.4615385	.			
3a	188	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3b	191	young	Comp	8	2	5	2.9	1.2	3.48	alive	.	33.8	177.6811594	.			
3b	192	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3b	193	young	Comp	8	1	4	7.1	0.6	4.26	alive	.	.	.	.			
3a	194	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3a	195	young	Comp	8	1	1	1.2	0.3	0.36	alive	.	.	.	.			
3a	197	young	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3a	198	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3a	199	young	Comp	8	3	18	7.7	1	7.7	alive	.	29.05	217.0247934	.			
3b	200	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3a	201	young	Comp	8	3	7	6.6	1	6.6	alive	.	38.3	211.9753086	.			
3b	202	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3a	203	young	Comp	8	6	20	10.2	2.5	25.5	alive	.	36.15	179.4036697	.			
3a	204	old	Comp	8	7	21	3.4	0.5	1.7	alive	.	20.05	182.0253165	.			
3a	205	young	Comp	8	4	17	6.5	1.5	9.75	alive	.	43	137.8873239	.			
3b	206	old	Comp	8	.	.	.	.	.	dead	.	.	.	.			
3a	207	young	Comp	8	8	44	11.7	1.5	17.55	alive	.	37.1	165.0806452	.			
3a	209	young	Comp	8	4	16	9.2	0.8	7.36	alive	.	36.6	119.4011976	.			
3a	211	young	Comp	8	9	36	9.8	0.8	7.84	alive	.	36.4	200.8653846	.			
3a	212	old	Comp	8	4	7	2.9	0.6	1.74	alive	.	17.95	165.3333333	.			
3b	213	young	Comp	8	3	4	2.1	0.9	1.89	alive	.	37	187.4698795	.			
3a	214	old	Comp	8	9	39	8.6	1.3	11.18	alive	.	26.6	205.1798561	.			
3a	215	young	Comp	8	4	16	8.5	1.5	12.75	alive	.	36.85	126.3870968	.			
3a	216	old	Comp	8	8	52	10.5	1.1	11.55	alive	.	39.65	142.0769231	.			
2a	217	young	NoComp	8	12	142	15.1	1.5	22.65	alive	.	42.9	154.109589	.			
3a	218	old	NoComp	8	4	8	1.8	1.6	2.88	alive	.	25.65	129.0789474	.			
3a	220	old	NoComp	8	5	25	3.6	1.2	4.32	alive	.	24.65	141.5463918	.			
1a	1	young	NoComp	9	11	56	7	1.3	9.1	alive	0.79	41.65	.	.			
1a	4	old	NoComp	9	8	26	4.2	1.3	5.46	alive	0.802	48.7	.	.			
1b	5	young	NoComp	9	17	112	13.9	1.5	20.85	alive	0.75	39.95	.	.			
1a	7	young	NoComp	9	10	54	3.6	1	3.6	alive	0.794	47.65	.	.			
1a	9	young	NoComp	9	.	.	.	.	.	dead	.	.	.	.			
1b	11	young	NoComp	9	4	41	7	2.3	16.1	alive	0.778	48.65	.	.			
1a	13	young	NoComp	9	13	84	7	1.5	10.5	alive	0.73	53.65	.	.			
1b	14	old	NoComp	9	.	.	.	.	.	dead	.	.	.	.			
1a	16	old	NoComp	9	10	34	3.5	0.7	2.45	alive	0.778	50.75	.	.			
1b	17	young	NoComp	9	9	86	8	1.4	11.2	alive	0.735	48.4	.	.			
1b	18	old	NoComp	9	6	42	4.9	1.2	5.88	alive	0.786	29.15	.	.			
1b	19	young	NoComp	9	10	78	10.2	2	20.4	alive	0.72	32.05	.	.			
1a	20	old	NoComp	9	8	29	3	0.3	0.9	alive	.	.	.	.			
1a	21	young	NoComp	9	22	145	9.5	1.9	18.05	alive	0.74	38.8	.	.			
1a	22	old	NoComp	9	11	28	4.9	0.8	3.92	alive	0.745	39.35	.	.			
1a	23	young	NoComp	9	10	106	8.8	1.8	15.84	alive	0.786	42.3	.	.			
1a	27	young	NoComp	9	9	37	4.1	0.7	2.87	alive	0.79	49.45	.	.			
1a	28	old	NoComp	9	7	16	1.6	0.6	0.96	alive	0.76	39.05	.	.			
1a	29	young	NoComp	9	12	52	7.2	1.3	9.36	alive	0.794	45.5	.	.			
1b	30	old	NoComp	9	14	41	2.1	0.6	1.26	alive	0.601	34.7	.	.			
1a	32	old	NoComp	9	7	24	2.2	0.5	1.1	alive	0.738	31.65	.	.			
1b	33	young	NoComp	9	18	72	7.3	1.7	12.41	alive	0.786	49	.	.			
1b	34	old	NoComp	9	12	109	8.2	1.3	10.66	alive	0.826	38.9	.	.			
1b	35	young	NoComp	9	20	85	7.8	1.2	9.36	alive	0.795	51.4	.	.			
1a	36	old	NoComp	9	11	54	5.7	0.9	5.13	alive	0.675	38.45	.	.			
1b	38	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
1a	45	young	Comp	9	4	9	10.6	1	10.6	alive	.	.	.	.			
1b	46	old	Comp	9	4	6	1	0.3	0.3	alive	0.701	28.95	.	.			
1b	48	old	Comp	9	5	10	1.4	0.5	0.7	alive	.	.	.	.			
1b	50	old	Comp	9	10	28	2.9	1	2.9	alive	0.766	37.85	.	.			
1a	53	young	Comp	9	8	56	8.7	1.1	9.57	alive	0.698	39.15	.	.			
1a	55	young	Comp	9	4	27	9.1	1.6	14.56	alive	0.772	49.85	.	.			
1a	57	young	Comp	9	4	.	.	.	.	alive	.	.	.	.			
1b	58	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
1a	59	young	Comp	9	3	18	8.5	1.2	10.2	alive	0.778	47.4	.	.			
1a	61	young	Comp	9	6	10	1.6	0.6	0.96	alive	.	.	.	.			
1a	63	young	Comp	9	.	.	.	.	.	dead	.	.	.	.			
1a	65	young	Comp	9	13	40	5	1	5	alive	0.738	35	.	.			
1a	66	old	Comp	9	8	32	4.1	1.1	4.51	alive	0.781	43.9	.	.			
1b	67	young	Comp	9	11	40	7	1.7	11.9	alive	0.81	33.45	.	.			
1b	69	young	Comp	9	5	14	3.6	1.2	4.32	alive	0.766	31.5	.	.			
1a	71	young	Comp	9	7	28	6.4	0.6	3.84	alive	0.748	39.7	.	.			
1a	72	old	Comp	9	13	42	8.5	1.1	9.35	alive	0.765	26.95	.	.			
2b	73	young	NoComp	9	.	.	.	.	.	dead	.	.	.	.			
2a	74	old	NoComp	9	26	146	6.2	1	6.2	alive	0.804	38	.	.			
2b	75	young	NoComp	9	22	94	6.1	1.4	8.54	alive	0.783	46	.	.			
2a	76	old	NoComp	9	13	34	2.8	0.8	2.24	alive	0.706	52.35	.	.			
2b	77	young	NoComp	9	13	58	8.6	2.1	18.06	alive	0.683	39.4	.	.			
2a	79	young	NoComp	9	12	76	7.9	1.3	10.27	alive	0.727	48	.	.			
2a	80	old	NoComp	9	4	13	2.5	0.6	1.5	alive	0.801	33.6	.	.			
2b	81	young	NoComp	9	28	252	14.2	3.2	45.44	alive	0.83	39.8	.	.			
2b	82	old	NoComp	9	1	2	1.2	0.3	0.36	alive	.	.	.	.			
2a	83	young	NoComp	9	13	138	10	1.6	16	alive	0.718	45.55	.	.			
2a	84	old	NoComp	9	16	44	3.5	0.5	1.75	alive	0.744	27.1	.	.			
2a	85	young	NoComp	9	11	84	8.2	1.9	15.58	alive	0.811	51.05	.	.			
2b	86	old	NoComp	9	11	56	4.5	1.3	5.85	alive	0.766	40.75	.	.			
2a	87	young	NoComp	9	10	43	7.2	1.3	9.36	alive	0.603	47.35	.	.			
2b	88	old	NoComp	9	18	85	9.4	1.8	16.92	alive	0.786	43.65	.	.			
2a	89	young	NoComp	9	28	113	6.6	1.2	7.92	alive	0.776	44.4	.	.			
2a	90	old	NoComp	9	5	15	3.6	1	3.6	alive	0.604	49.7	.	.			
2b	91	young	NoComp	9	11	78	6.9	0.8	5.52	alive	0.549	37.5	.	.			
2a	92	old	NoComp	9	6	4	1.1	0.2	0.22	alive	.	.	.	.			
2a	93	young	NoComp	9	10	71	10.4	1.7	17.68	alive	0.678	44.3	.	.			
2b	94	old	NoComp	9	7	21	3.9	1.2	4.68	alive	0.741	30.3	.	.			
2a	95	young	NoComp	9	11	123	10.3	2.3	23.69	alive	0.749	31.3	.	.			
2a	96	old	NoComp	9	.	.	.	.	.	dead	.	.	.	.			
2a	97	young	NoComp	9	7	41	10.2	1.6	16.32	alive	0.721	47.35	.	.			
2a	98	old	NoComp	9	3	1	0.7	0.5	0.35	alive	.	.	.	.			
2b	99	young	NoComp	9	14	131	12.5	1.9	23.75	alive	0.811	45.2	.	.			
2a	100	old	NoComp	9	15	57	3.7	0.9	3.33	alive	0.797	43.55	.	.			
2a	101	young	NoComp	9	13	56	4.9	1.9	9.31	alive	0.814	50.25	.	.			
2b	102	old	NoComp	9	.	.	.	.	.	dead	.	.	.	.			
2a	103	young	NoComp	9	.	.	.	.	.	dead	.	.	.	.			
2b	104	old	NoComp	9	13	35	3.8	1.1	4.18	alive	0.647	34.7	.	.			
2a	105	young	NoComp	9	7	131	10.9	2.2	23.98	alive	0.753	27.75	.	.			
2a	106	old	NoComp	9	16	39	2.9	0.4	1.16	alive	0.71	42.85	.	.			
2a	107	young	NoComp	9	10	42	3.3	0.7	2.31	alive	0.723	43	.	.			
2a	108	old	NoComp	9	0	0	.	.	.	dead	.	.	.	.			
2a	109	young	Comp	9	3	8	5	1	5	alive	0.722	37.15	.	.			
2b	110	old	Comp	9	1	0	.	.	.	alive	.	.	.	.			
2a	111	young	Comp	9	0	0	.	.	.	dead	.	.	.	.			
2a	112	old	Comp	9	8	12	1.8	0.5	0.9	alive	.	.	.	.			
2a	113	young	Comp	9	10	30	3.1	0.8	2.48	alive	0.758	28.55	.	.			
2a	114	old	Comp	9	10	15	2.3	0.7	1.61	alive	0.755	30.9	.	.			
2b	115	young	Comp	9	8	21	8.7	1.5	13.05	alive	0.767	37.35	.	.			
2a	116	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2b	117	young	Comp	9	7	26	6.6	1.8	11.88	alive	0.762	30.85	.	.			
2a	118	old	Comp	9	2	1	1.5	0.4	0.6	alive	.	.	.	.			
2a	119	young	Comp	9	4	7	1.9	0.7	1.33	alive	0.741	.	.	.			
2b	120	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2a	121	young	Comp	9	11	45	5.1	0.8	4.08	alive	0.804	34.6	.	.			
2b	122	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2a	123	young	Comp	9	5	6	1.3	0.2	0.26	alive	.	.	.	.			
2a	124	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2b	125	young	Comp	9	3	6	3.4	1	3.4	alive	0.771	20.75	.	.			
2b	126	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2a	127	young	Comp	9	. 	.	.	.	.	dead	.	.	.	.			
2a	128	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2b	129	young	Comp	9	9	37	8.6	1.3	11.18	alive	0.773	39.5	.	.			
2a	130	old	Comp	9	21	68	7.7	1.1	8.47	alive	0.791	35.4	.	.			
2b	131	young	Comp	9	1	4	1.3	0.7	0.91	alive	.	.	.	.			
2b	132	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2a	133	young	Comp	9	0	0	.	.	.	dead	.	.	.	.			
2a	134	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2b	135	young	Comp	9	5	17	5.6	1.4	7.84	alive	0.784	40.6	.	.			
2a	136	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2a	137	young	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2a	138	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
2a	139	young	Comp	9	8	54	8.2	2.3	18.86	alive	0.806	39	.	.			
2a	140	old	Comp	9	10	22	3.2	0.8	2.56	alive	0.755	22.4	.	.			
2a	141	young	Comp	9	6	2	1.2	0.2	0.24	alive	.	.	.	.			
2a	142	old	Comp	9	17	41	3.4	0.6	2.04	alive	0.778	34.8	.	.			
2a	143	young	Comp	9	10	44	4.6	1.4	6.44	alive	0.71	47	.	.			
2b	144	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3a	145	young	NoComp	9	13	52	4.3	0.8	3.44	alive	0.702	48.4	.	.			
3b	146	old	NoComp	9	12	63	8.4	1.5	12.6	alive	0.78	31.85	.	.			
3a	147	young	NoComp	9	9	110	8.9	1	8.9	alive	0.58	45.7	.	.			
3a	148	old	NoComp	9	1	0	.	.	.	alive	.	.	.	.			
3a	149	young	NoComp	9	4	72	11.1	2.4	26.64	alive	0.755	41.55	.	.			
3b	150	old	NoComp	9	10	22	2.6	0.9	2.34	alive	0.693	47.05	.	.			
3b	151	young	NoComp	9	12	88	9.9	1.2	11.88	alive	0.745	39.95	.	.			
3a	152	old	NoComp	9	13	94	7.2	1.3	9.36	alive	0.764	41.55	.	.			
3a	153	young	NoComp	9	13	106	10	1.5	15	alive	0.763	48.1	.	.			
3a	154	old	NoComp	9	11	52	2.2	0.7	1.54	alive	0.693	.	.	.			
3a	155	young	NoComp	9	8	100	12.9	2.4	30.96	alive	0.799	40.1	.	.			
3b	157	young	NoComp	9	12	76	11.2	1.3	14.56	alive	0.791	45.75	.	.			
3b	158	old	NoComp	9	15	44	7.5	0.9	6.75	alive	0.804	42.5	.	.			
3b	159	young	NoComp	9	10	96	7.3	1.3	9.49	alive	0.735	44.85	.	.			
3a	161	young	NoComp	9	8	57	7.1	1.3	9.23	alive	0.738	42.2	.	.			
3b	162	old	NoComp	9	16	165	14.9	2.2	32.78	alive	0.835	35.7	.	.			
3a	163	young	NoComp	9	8	61	7.6	1.5	11.4	alive	0.723	41	.	.			
3a	165	young	NoComp	9	9	93	8.4	1.6	13.44	alive	0.64	42.1	.	.			
3b	167	young	NoComp	9	8	56	7.6	1.8	13.68	alive	0.712	37.4	.	.			
3a	168	old	NoComp	9	9	44	7.5	1.1	8.25	alive	0.735	49.7	.	.			
3b	169	young	NoComp	9	10	78	8.9	1.3	11.57	alive	0.724	47.45	.	.			
3a	171	young	NoComp	9	4	36	11.8	1.9	22.42	alive	0.767	43.1	.	.			
3b	172	old	NoComp	9	10	91	3.2	0.8	2.56	alive	0.775	43.15	.	.			
3b	176	old	NoComp	9	9	33	6.2	1.1	6.82	alive	0.781	46.3	.	.			
3a	177	young	NoComp	9	11	135	13.5	1.9	25.65	alive	0.825	36.15	.	.			
3b	178	old	NoComp	9	12	70	8.2	1.9	15.58	alive	0.78	45.7	.	.			
3a	179	young	NoComp	9	14	141	7.2	1.5	10.8	alive	0.755	36	.	.			
3a	181	young	Comp	9	7	18	5	1.4	7	alive	0.794	40.4	.	.			
3b	182	old	Comp	9	6	15	2.9	0.8	2.32	alive	.	.	.	.			
3b	183	young	Comp	9	2	6	8.3	1.4	11.62	alive	0.779	40.8	.	.			
3b	184	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3b	185	young	Comp	9	6	17	5.5	1.5	8.25	alive	0.73	49.35	.	.			
3a	186	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3b	187	young	Comp	9	1	2	1.2	0.6	0.72	alive	.	.	.	.			
3a	188	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3b	191	young	Comp	9	2	5	2.5	0.8	2	alive	0.765	25.2	.	.			
3b	192	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3b	193	young	Comp	9	1	2	1.1	0.5	0.55	alive	0.642	28.9	.	.			
3a	194	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3a	195	young	Comp	9	0	0	.	.	.	dead	.	.	.	.			
3a	197	young	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3a	198	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3a	199	young	Comp	9	4	16	6.3	1.9	11.97	alive	0.786	36.25	.	.			
3b	200	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3a	201	young	Comp	9	4	8	2.8	0.7	1.96	alive	0.766	41.15	.	.			
3b	202	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3a	203	young	Comp	9	7	24	9.8	2.3	22.54	alive	0.761	34.1	.	.			
3a	204	old	Comp	9	5	8	1.8	0.5	0.9	alive	.	.	.	.			
3a	205	young	Comp	9	4	19	7.2	1.3	9.36	alive	0.811	36.95	.	.			
3b	206	old	Comp	9	.	.	.	.	.	dead	.	.	.	.			
3a	207	young	Comp	9	9	54	8.7	0.9	7.83	alive	0.74	45.5	.	.			
3a	209	young	Comp	9	5	25	7.1	1	7.1	alive	0.679	35.9	.	.			
3a	211	young	Comp	9	11	28	4.8	0.6	2.88	alive	0.62	32.8	.	.			
3a	212	old	Comp	9	2	5	3.5	0.5	1.75	alive	0.672	27	.	.			
3b	213	young	Comp	9	5	10	2.6	0.5	1.3	alive	0.495	28.35	.	.			
3a	214	old	Comp	9	10	33	5.6	1	5.6	alive	0.757	40.2	.	.			
3a	215	young	Comp	9	6	21	3	0.6	1.8	alive	0.749	34.05	.	.			
3a	216	old	Comp	9	9	46	9.5	1.1	10.45	alive	0.685	36.75	.	.			
2a	217	young	NoComp	9	10	121	11.7	2.1	24.57	alive	0.728	51.15	.	.			
3a	218	old	NoComp	9	1	0	.	.	.	alive	.	.	.	.			
3a	220	old	NoComp	9	9	27	1.6	0.5	0.8	alive	0.461	26.25	.	.			
1a	1	young	NoComp	10	11	67	4.1	1.5	6.15	alive	0.782	48.15	.	.			
